Problem,Package,File,Priority,Line,Description,Rule set,Rule
4,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestRelation.java,2,222,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
5,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestRelation.java,2,253,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
6,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestRelation.java,2,317,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
7,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestRelation.java,2,384,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,146,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
2,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,147,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
3,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,192,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
4,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,239,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
5,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,295,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
6,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,353,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
7,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,384,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
8,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,434,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
9,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,489,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
10,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,547,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
11,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,605,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
12,org.castor.cpa.test.test87,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test87/TestExtended.java,2,666,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.castor.cpaptf.rel1toN,castor-1.3.1/cpaptf/src/test/java/org/castor/cpaptf/rel1toN/TestLoadBiNto1.java,2,81,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.castor.cpaptf.rel1toN,castor-1.3.1/cpaptf/src/test/java/org/castor/cpaptf/rel1toN/TestLoadBi1toN.java,2,83,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.castor.cpaptf.rel1toN,castor-1.3.1/cpaptf/src/test/java/org/castor/cpaptf/rel1toN/TestLoadUniNto1.java,2,81,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.castor.cpaptf.rel1toN,castor-1.3.1/cpaptf/src/test/java/org/castor/cpaptf/rel1toN/TestLoadLazy1toN.java,2,83,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.castor.cpaptf.rel1toN,castor-1.3.1/cpaptf/src/test/java/org/castor/cpaptf/rel1toN/TestLoadUni1toN.java,2,90,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.exolab.castor.types,castor-1.3.1/xml/src/main/java/org/exolab/castor/types/AnyNode.java,2,557,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.exolab.castor.xml.util,castor-1.3.1/xml/src/main/java/org/exolab/castor/xml/util/DefaultNaming.java,2,94,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.castor.xmlctf.compiler,castor-1.3.1/xmlctf-framework/src/main/java/org/castor/xmlctf/compiler/SunJavaCompiler.java,2,97,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
2,org.castor.xmlctf.compiler,castor-1.3.1/xmlctf-framework/src/main/java/org/castor/xmlctf/compiler/SunJavaCompiler.java,2,104,Instance methods should not write to static fields,Sonar,StaticFieldUpateCheck
1,org.castor.cpa.persistence.convertor,castor-1.3.1/cpa/src/main/java/org/castor/cpa/persistence/convertor/AbstractDateTypeConvertor.java,2,37,Non-thread-safe fields should not be static,Sonar,StaticMultithreadedUnsafeFieldsCheck
1,org.castor.cpa.query.object.literal,castor-1.3.1/cpa/src/main/java/org/castor/cpa/query/object/literal/TimeLiteral.java,2,35,Non-thread-safe fields should not be static,Sonar,StaticMultithreadedUnsafeFieldsCheck
1,org.castor.cpa.query.object.literal,castor-1.3.1/cpa/src/main/java/org/castor/cpa/query/object/literal/TimestampLiteral.java,2,35,Non-thread-safe fields should not be static,Sonar,StaticMultithreadedUnsafeFieldsCheck
1,org.castor.cpa.query.object.literal,castor-1.3.1/cpa/src/main/java/org/castor/cpa/query/object/literal/DateLiteral.java,2,35,Non-thread-safe fields should not be static,Sonar,StaticMultithreadedUnsafeFieldsCheck
1,org.castor.cpa.test.test203,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test203/TestTimezone.java,2,41,Non-thread-safe fields should not be static,Sonar,StaticMultithreadedUnsafeFieldsCheck
1,org.exolab.castor.builder.factory,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/factory/MappingFileSourceFactory.java,2,266,Switch cases should end with an unconditional break statement,Sonar,SwitchCasesWithoutBreakCheck
1,org.exolab.castor.builder.factory,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/factory/MemberFactory.java,2,530,Switch cases should end with an unconditional break statement,Sonar,SwitchCasesWithoutBreakCheck
1,org.exolab.castor.jdo.oql,castor-1.3.1/cpa/src/main/java/org/exolab/castor/jdo/oql/Parser.java,2,406,Switch cases should end with an unconditional break statement,Sonar,SwitchCasesWithoutBreakCheck
1,org.exolab.castor.persist,castor-1.3.1/cpa/src/main/java/org/exolab/castor/persist/XAResourceImpl.java,2,251,Switch cases should end with an unconditional break statement,Sonar,SwitchCasesWithoutBreakCheck
1,org.exolab.castor.jdo.oql,castor-1.3.1/cpa/src/main/java/org/exolab/castor/jdo/oql/ParseTreeWalker.java,2,594,Switch cases should end with an unconditional break statement,Sonar,SwitchCasesWithoutBreakCheck
2,org.exolab.castor.jdo.oql,castor-1.3.1/cpa/src/main/java/org/exolab/castor/jdo/oql/ParseTreeWalker.java,2,801,Switch cases should end with an unconditional break statement,Sonar,SwitchCasesWithoutBreakCheck
2,org.castor.xml,castor-1.3.1/xml/src/main/java/org/castor/xml/JavaNamingImpl.java,2,322,Switch cases should end with an unconditional break statement,Sonar,SwitchCasesWithoutBreakCheck
1,org.castor.cpa.test.test38,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test38/CallEntity.java,1,31,Synchronization should not be based on Strings or boxed primitives,Sonar,SynchronizationOnStringOrBoxedCheck
4,org.exolab.castor.builder,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SourceGenerator.java,2,659,Exit methods should not be called,Sonar,SystemExitCalledCheck
1,org.exolab.castor.gui,castor-1.3.1/cpa/src/main/java/org/exolab/castor/gui/QueryAnalyser.java,2,428,Exit methods should not be called,Sonar,SystemExitCalledCheck
2,org.exolab.castor.gui,castor-1.3.1/cpa/src/main/java/org/exolab/castor/gui/QueryAnalyser.java,2,431,Exit methods should not be called,Sonar,SystemExitCalledCheck
3,org.exolab.castor.gui,castor-1.3.1/cpa/src/main/java/org/exolab/castor/gui/QueryAnalyser.java,2,487,Exit methods should not be called,Sonar,SystemExitCalledCheck
1,org.castor.xmlctf,castor-1.3.1/xmlctf-framework/src/main/java/org/castor/xmlctf/CastorTestSuiteRunner.java,2,131,Exit methods should not be called,Sonar,SystemExitCalledCheck
2,org.castor.xmlctf,castor-1.3.1/xmlctf-framework/src/main/java/org/castor/xmlctf/CastorTestSuiteRunner.java,2,142,Exit methods should not be called,Sonar,SystemExitCalledCheck
3,org.castor.xmlctf,castor-1.3.1/xmlctf-framework/src/main/java/org/castor/xmlctf/CastorTestSuiteRunner.java,2,208,Exit methods should not be called,Sonar,SystemExitCalledCheck
4,org.castor.xmlctf,castor-1.3.1/xmlctf-framework/src/main/java/org/castor/xmlctf/CastorTestSuiteRunner.java,2,224,Exit methods should not be called,Sonar,SystemExitCalledCheck
1,org.exolab.castor.jdo.engine,castor-1.3.1/cpa/src/main/java/org/exolab/castor/jdo/engine/ClobImpl.java,1,90,read and readLine return values should be used,Sonar,UnusedReturnedDataCheck
2,org.exolab.castor.jdo.engine,castor-1.3.1/cpa/src/main/java/org/exolab/castor/jdo/engine/ClobImpl.java,1,137,read and readLine return values should be used,Sonar,UnusedReturnedDataCheck
1,org.exolab.castor.builder,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SourceGenerator.java,2,496,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
2,org.exolab.castor.builder,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SourceGenerator.java,2,514,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
3,org.exolab.castor.builder,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SourceGenerator.java,2,647,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
5,org.exolab.castor.builder,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SourceGenerator.java,2,669,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
6,org.exolab.castor.builder,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SourceGenerator.java,2,682,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
7,org.exolab.castor.builder,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SourceGenerator.java,2,683,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
8,org.exolab.castor.builder,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SourceGenerator.java,2,684,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
9,org.exolab.castor.builder,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SourceGenerator.java,2,685,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
10,org.exolab.castor.builder,castor-1.3.1/codegen/src/main/java/org/exolab/castor/builder/SourceGenerator.java,2,686,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
1,org.exolab.castor.dsml.mozilla,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/mozilla/MozillaImporter.java,2,108,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
2,org.exolab.castor.dsml.mozilla,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/mozilla/MozillaImporter.java,2,114,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
3,org.exolab.castor.dsml.mozilla,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/mozilla/MozillaImporter.java,2,117,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
4,org.exolab.castor.dsml.mozilla,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/mozilla/MozillaImporter.java,2,156,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
5,org.exolab.castor.dsml.mozilla,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/mozilla/MozillaImporter.java,2,158,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
6,org.exolab.castor.dsml.mozilla,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/mozilla/MozillaImporter.java,2,167,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
7,org.exolab.castor.dsml.mozilla,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/mozilla/MozillaImporter.java,2,169,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
1,org.exolab.castor.dsml.jndi,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/jndi/JNDIImporter.java,2,90,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
2,org.exolab.castor.dsml.jndi,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/jndi/JNDIImporter.java,2,93,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
3,org.exolab.castor.dsml.jndi,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/jndi/JNDIImporter.java,2,96,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
4,org.exolab.castor.dsml.jndi,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/jndi/JNDIImporter.java,2,142,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
5,org.exolab.castor.dsml.jndi,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/jndi/JNDIImporter.java,2,144,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
6,org.exolab.castor.dsml.jndi,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/jndi/JNDIImporter.java,2,150,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
7,org.exolab.castor.dsml.jndi,castor-1.3.1/xml/src/main/java/org/exolab/castor/dsml/jndi/JNDIImporter.java,2,152,"wait, notify and notifyAll should only be called when a lock is obviously held on an object",Sonar,WaitInSynchronizeCheck
1,org.castor.cpa.test.test04,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test04/FirstThread.java,2,59,Object.wait(...) and Condition.await(...) should be called inside a while loop,Sonar,WaitInWhileLoopCheck
2,org.castor.cpa.test.test04,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test04/FirstThread.java,2,73,Object.wait(...) and Condition.await(...) should be called inside a while loop,Sonar,WaitInWhileLoopCheck
1,org.castor.cpa.test.test04,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test04/SecondThread.java,2,51,Object.wait(...) and Condition.await(...) should be called inside a while loop,Sonar,WaitInWhileLoopCheck
2,org.castor.cpa.test.test04,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test04/SecondThread.java,2,66,Object.wait(...) and Condition.await(...) should be called inside a while loop,Sonar,WaitInWhileLoopCheck
3,org.castor.cpa.test.test04,castor-1.3.1/cpactf/src/test/java/org/castor/cpa/test/test04/SecondThread.java,2,92,Object.wait(...) and Condition.await(...) should be called inside a while loop,Sonar,WaitInWhileLoopCheck
